"location_code"|"location_region_code"|"location_name_th"|"province_name_th"|"province_name_en"|"province_abbr_name_th"|"province_abbr_name_en"|"district_name_th"|"district_name_en"|"sub_district_name_th"|"sub_district_name_en"|"post_code"|"last_upd_date"
"0103805515"|"104900002 "|"จังหวัดเชียงราย อำเภอเวียงชัย ตำบลเมืองชุม"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอเวียงชัย"|"WIANG CHAI"|"ตำบลเมืองชุม"|"MUEANG CHUM"|"57210"|"2020-10-29 12:17:20"
"0103805516"|"104900002 "|"จังหวัดเชียงราย อำเภอเชียงของ"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอเชียงของ"|"CHIANG KHONG"||||"2020-10-29 12:17:21"
"0103805517"|"104900002 "|"จังหวัดเชียงราย อำเภอเชียงของ ตำบลเวียง"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอเชียงของ"|"CHIANG KHONG"|"ตำบลเวียง"|"WIANG"|"57140"|"2020-10-29 12:17:21"
"0103805518"|"104900002 "|"จังหวัดเชียงราย อำเภอเชียงของ ตำบลสถาน"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอเชียงของ"|"CHIANG KHONG"|"ตำบลสถาน"|"SATHAN"|"57140"|"2020-10-29 12:17:21"
"0103805519"|"104900002 "|"จังหวัดเชียงราย อำเภอเชียงของ ตำบลครึ่ง"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอเชียงของ"|"CHIANG KHONG"|"ตำบลครึ่ง"|"KHRUENG"|"57140"|"2020-10-29 12:17:22"
"0103805520"|"104900002 "|"จังหวัดเชียงราย อำเภอเชียงของ ตำบลบุญเรือง"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอเชียงของ"|"CHIANG KHONG"|"ตำบลบุญเรือง"|"BUN RUEANG"|"57140"|"2020-10-29 12:17:22"
"0103805521"|"104900002 "|"จังหวัดเชียงราย อำเภอเชียงของ ตำบลห้วยซ้อ"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอเชียงของ"|"CHIANG KHONG"|"ตำบลห้วยซ้อ"|"HUAI SO"|"57140"|"2020-10-29 12:17:22"
"0103805522"|"104900002 "|"จังหวัดเชียงราย อำเภอเชียงของ ตำบลศรีดอนชัย"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอเชียงของ"|"CHIANG KHONG"|"ตำบลศรีดอนชัย"|"SI DON CHAI"|"57230"|"2020-10-29 12:17:23"
"0103805523"|"104900002 "|"จังหวัดเชียงราย อำเภอเชียงของ ตำบลริมโขง"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอเชียงของ"|"CHIANG KHONG"|"ตำบลริมโขง"|"RIM KHONG"|"57140"|"2020-10-29 12:17:23"
"0103805524"|"104900002 "|"จังหวัดเชียงราย อำเภอเทิง"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอเทิง"|"THOENG"||||"2020-10-29 12:17:23"
"0103805525"|"104900002 "|"จังหวัดเชียงราย อำเภอเทิง ตำบลเวียง"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอเทิง"|"THOENG"|"ตำบลเวียง"|"WIANG"|"57160"|"2020-10-29 12:17:24"
"0103805526"|"104900002 "|"จังหวัดเชียงราย อำเภอเทิง ตำบลงิ้ว"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอเทิง"|"THOENG"|"ตำบลงิ้ว"|"NGIO"|"57160"|"2020-10-29 12:17:24"
"0103805527"|"104900002 "|"จังหวัดเชียงราย อำเภอเทิง ตำบลปล้อง"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอเทิง"|"THOENG"|"ตำบลปล้อง"|"PLONG"|"57230"|"2020-10-29 12:17:25"
"0103805528"|"104900002 "|"จังหวัดเชียงราย อำเภอเทิง ตำบลแม่ลอย"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอเทิง"|"THOENG"|"ตำบลแม่ลอย"|"MAE LOI"|"57230"|"2020-10-29 12:17:25"
"0103805529"|"104900002 "|"จังหวัดเชียงราย อำเภอเทิง ตำบลเชียงเคี่ยน"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอเทิง"|"THOENG"|"ตำบลเชียงเคี่ยน"|"CHIANG KHIAN"|"57230"|"2020-10-29 12:17:25"
"0103805530"|"104900002 "|"จังหวัดเชียงราย อำเภอเทิง ตำบลตับเต่า"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอเทิง"|"THOENG"|"ตำบลตับเต่า"|"TAP TAO"|"57160"|"2020-10-29 12:17:26"
"0103805531"|"104900002 "|"จังหวัดเชียงราย อำเภอเทิง ตำบลหงาว"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอเทิง"|"THOENG"|"ตำบลหงาว"|"NGAO"|"57160"|"2020-10-29 12:17:26"
"0103805532"|"104900002 "|"จังหวัดเชียงราย อำเภอเทิง ตำบลสันทรายงาม"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอเทิง"|"THOENG"|"ตำบลสันทรายงาม"|"SAN SAI NGAM"|"57160"|"2020-10-29 12:17:26"
"0103805533"|"104900002 "|"จังหวัดเชียงราย อำเภอเทิง ตำบลศรีดอนไชย"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอเทิง"|"THOENG"|"ตำบลศรีดอนไชย"|"SI DON CHAI"|"57160"|"2020-10-29 12:17:27"
"0103805534"|"104900002 "|"จังหวัดเชียงราย อำเภอเทิง ตำบลหนองแรด"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอเทิง"|"THOENG"|"ตำบลหนองแรด"|"NONG RAET"|"57160"|"2020-10-29 12:17:27"
"0103805535"|"104900002 "|"จังหวัดเชียงราย อำเภอพาน"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอพาน"|"PHAN"||||"2020-10-29 12:17:27"
"0103805536"|"104900002 "|"จังหวัดเชียงราย อำเภอพาน ตำบลสันมะเค็ด"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอพาน"|"PHAN"|"ตำบลสันมะเค็ด"|"SAN MAKHET"|"57120"|"2020-10-29 12:17:28"
"0103805537"|"104900002 "|"จังหวัดเชียงราย อำเภอพาน ตำบลแม่อ้อ"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอพาน"|"PHAN"|"ตำบลแม่อ้อ"|"MAE O"|"57120"|"2020-10-29 12:17:28"
"0103805538"|"104900002 "|"จังหวัดเชียงราย อำเภอพาน ตำบลธารทอง"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอพาน"|"PHAN"|"ตำบลธารทอง"|"THAN THONG"|"57250"|"2020-10-29 12:17:28"
"0103805539"|"104900002 "|"จังหวัดเชียงราย อำเภอพาน ตำบลสันติสุข"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอพาน"|"PHAN"|"ตำบลสันติสุข"|"SANTI SUK"|"57120"|"2020-10-29 12:17:29"
"0103805540"|"104900002 "|"จังหวัดเชียงราย อำเภอพาน ตำบลดอยงาม"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอพาน"|"PHAN"|"ตำบลดอยงาม"|"DOI NGAM"|"57120"|"2020-10-29 12:17:29"
"0103805541"|"104900002 "|"จังหวัดเชียงราย อำเภอพาน ตำบลหัวง้ม"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอพาน"|"PHAN"|"ตำบลหัวง้ม"|"HUA NGOM"|"57120"|"2020-10-29 12:17:29"
"0103805542"|"104900002 "|"จังหวัดเชียงราย อำเภอพาน ตำบลเจริญเมือง"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอพาน"|"PHAN"|"ตำบลเจริญเมือง"|"CHAROEN MUEANG"|"57120"|"2020-10-29 12:17:30"
"0103805543"|"104900002 "|"จังหวัดเชียงราย อำเภอพาน ตำบลป่าหุ่ง"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอพาน"|"PHAN"|"ตำบลป่าหุ่ง"|"PA HUNG"|"57120"|"2020-10-29 12:17:30"
"0103805544"|"104900002 "|"จังหวัดเชียงราย อำเภอพาน ตำบลม่วงคำ"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอพาน"|"PHAN"|"ตำบลม่วงคำ"|"MUANG KHAM"|"57120"|"2020-10-29 12:17:30"
"0103805545"|"104900002 "|"จังหวัดเชียงราย อำเภอพาน ตำบลทรายขาว"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอพาน"|"PHAN"|"ตำบลทรายขาว"|"SAI KHAO"|"57120"|"2020-10-29 12:17:31"
"0103805546"|"104900002 "|"จังหวัดเชียงราย อำเภอพาน ตำบลสันกลาง"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอพาน"|"PHAN"|"ตำบลสันกลาง"|"SAN KLANG"|"57120"|"2020-10-29 12:17:31"
"0103805547"|"104900002 "|"จังหวัดเชียงราย อำเภอพาน ตำบลแม่เย็น"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอพาน"|"PHAN"|"ตำบลแม่เย็น"|"MAE YEN"|"57280"|"2020-10-29 12:17:32"
"0103805548"|"104900002 "|"จังหวัดเชียงราย อำเภอพาน ตำบลเมืองพาน"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอพาน"|"PHAN"|"ตำบลเมืองพาน"|"MUEANG PHAN"|"57120"|"2020-10-29 12:17:32"
"0103805549"|"104900002 "|"จังหวัดเชียงราย อำเภอพาน ตำบลทานตะวัน"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอพาน"|"PHAN"|"ตำบลทานตะวัน"|"THAN TAWAN"|"57280"|"2020-10-29 12:17:32"
"0103805550"|"104900002 "|"จังหวัดเชียงราย อำเภอพาน ตำบลเวียงห้าว"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอพาน"|"PHAN"|"ตำบลเวียงห้าว"|"WIANG HAO"|"57120"|"2020-10-29 12:17:33"
"0103805551"|"104900002 "|"จังหวัดเชียงราย อำเภอป่าแดด"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอป่าแดด"|"PA DAET"||||"2020-10-29 12:17:33"
"0103805552"|"104900002 "|"จังหวัดเชียงราย อำเภอป่าแดด ตำบลป่าแดด"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอป่าแดด"|"PA DAET"|"ตำบลป่าแดด"|"PA DAET"|"57190"|"2020-10-29 12:17:33"
"0103805553"|"104900002 "|"จังหวัดเชียงราย อำเภอป่าแดด ตำบลป่าแงะ"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอป่าแดด"|"PA DAET"|"ตำบลป่าแงะ"|"PA NGAE"|"57190"|"2020-10-29 12:17:34"
"0103805554"|"104900002 "|"จังหวัดเชียงราย อำเภอป่าแดด ตำบลสันมะค่า"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอป่าแดด"|"PA DAET"|"ตำบลสันมะค่า"|"SAN MAKHA"|"57190"|"2020-10-29 12:17:34"
"0103805555"|"104900002 "|"จังหวัดเชียงราย อำเภอป่าแดด ตำบลโรงช้าง"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอป่าแดด"|"PA DAET"|"ตำบลโรงช้าง"|"RONG CHANG"|"57190"|"2020-10-29 12:17:34"
"0103805556"|"104900002 "|"จังหวัดเชียงราย อำเภอป่าแดด ตำบลศรีโพธิ์เงิน"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอป่าแดด"|"PA DAET"|"ตำบลศรีโพธิ์เงิน"|"SI PHO NGOEN"|"57190"|"2020-10-29 12:17:35"
"0103805557"|"104900002 "|"จังหวัดเชียงราย อำเภอแม่จัน"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอแม่จัน"|"MAE CHAN"||||"2020-10-29 12:17:35"
"0103805558"|"104900002 "|"จังหวัดเชียงราย อำเภอแม่จัน ตำบลแม่จัน"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอแม่จัน"|"MAE CHAN"|"ตำบลแม่จัน"|"MAE CHAN"|"57110"|"2020-10-29 12:17:36"
"0103805559"|"104900002 "|"จังหวัดเชียงราย อำเภอแม่จัน ตำบลจันจว้า"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอแม่จัน"|"MAE CHAN"|"ตำบลจันจว้า"|"CHAN CHAWA"|"57270"|"2020-10-29 12:17:36"
"0103805560"|"104900002 "|"จังหวัดเชียงราย อำเภอแม่จัน ตำบลแม่คำ"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอแม่จัน"|"MAE CHAN"|"ตำบลแม่คำ"|"MAE KHAM"|"57240"|"2020-10-29 12:17:36"
"0103805561"|"104900002 "|"จังหวัดเชียงราย อำเภอแม่จัน ตำบลป่าซาง"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอแม่จัน"|"MAE CHAN"|"ตำบลป่าซาง"|"PA SANG"|"57110"|"2020-10-29 12:17:37"
"0103805562"|"104900002 "|"จังหวัดเชียงราย อำเภอแม่จัน ตำบลสันทราย"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอแม่จัน"|"MAE CHAN"|"ตำบลสันทราย"|"SAN SAI"|"57110"|"2020-10-29 12:17:37"
"0103805563"|"104900002 "|"จังหวัดเชียงราย อำเภอแม่จัน ตำบลท่าข้าวเปลือก"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอแม่จัน"|"MAE CHAN"|"ตำบลท่าข้าวเปลือก"|"THA KHAO PLUEAK"|"57110"|"2020-10-29 12:17:37"
"0103805564"|"104900002 "|"จังหวัดเชียงราย อำเภอแม่จัน ตำบลป่าตึง"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอแม่จัน"|"MAE CHAN"|"ตำบลป่าตึง"|"PA TUENG"|"57110"|"2020-10-29 12:17:38"
"0103805565"|"104900002 "|"จังหวัดเชียงราย อำเภอแม่จัน ตำบลแม่ไร่"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอแม่จัน"|"MAE CHAN"|"ตำบลแม่ไร่"|"MAE RAI"|"57240"|"2020-10-29 12:17:38"
"0103805566"|"104900002 "|"จังหวัดเชียงราย อำเภอแม่จัน ตำบลศรีค้ำ"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอแม่จัน"|"MAE CHAN"|"ตำบลศรีค้ำ"|"SI KHAM"|"57110"|"2020-10-29 12:17:38"
"0103805567"|"104900002 "|"จังหวัดเชียงราย อำเภอแม่จัน ตำบลจันจว้าใต้"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอแม่จัน"|"MAE CHAN"|"ตำบลจันจว้าใต้"|"CHAN CHAWA TAI"|"57270"|"2020-10-29 12:17:39"
"0103805568"|"104900002 "|"จังหวัดเชียงราย อำเภอแม่จัน ตำบลจอมสวรรค์"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอแม่จัน"|"MAE CHAN"|"ตำบลจอมสวรรค์"|"CHOM SAWAN"|"57110"|"2020-10-29 12:17:39"
"0103805569"|"104900002 "|"จังหวัดเชียงราย อำเภอเชียงแสน"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอเชียงแสน"|"CHIANG SAEN"||||"2020-10-29 12:17:39"
"0103805570"|"104900002 "|"จังหวัดเชียงราย อำเภอเชียงแสน ตำบลเวียง"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอเชียงแสน"|"CHIANG SAEN"|"ตำบลเวียง"|"WIANG"|"57150"|"2020-10-29 12:17:40"
"0103805571"|"104900002 "|"จังหวัดเชียงราย อำเภอเชียงแสน ตำบลป่าสัก"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอเชียงแสน"|"CHIANG SAEN"|"ตำบลป่าสัก"|"PA SAK"|"57150"|"2020-10-29 12:17:40"
"0103805572"|"104900002 "|"จังหวัดเชียงราย อำเภอเชียงแสน ตำบลบ้านแซว"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอเชียงแสน"|"CHIANG SAEN"|"ตำบลบ้านแซว"|"BAN SAEO"|"57150"|"2020-10-29 12:17:40"
"0103805573"|"104900002 "|"จังหวัดเชียงราย อำเภอเชียงแสน ตำบลศรีดอนมูล"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอเชียงแสน"|"CHIANG SAEN"|"ตำบลศรีดอนมูล"|"SI DON MUN"|"57150"|"2020-10-29 12:17:41"
"0103805574"|"104900002 "|"จังหวัดเชียงราย อำเภอเชียงแสน ตำบลแม่เงิน"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอเชียงแสน"|"CHIANG SAEN"|"ตำบลแม่เงิน"|"MAE NGOEN"|"57150"|"2020-10-29 12:17:41"
"0103805575"|"104900002 "|"จังหวัดเชียงราย อำเภอเชียงแสน ตำบลโยนก"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอเชียงแสน"|"CHIANG SAEN"|"ตำบลโยนก"|"YONOK"|"57150"|"2020-10-29 12:17:42"
"0103805576"|"104900002 "|"จังหวัดเชียงราย อำเภอแม่สาย"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอแม่สาย"|"MAE SAI"||||"2020-10-29 12:17:42"
"0103805577"|"104900002 "|"จังหวัดเชียงราย อำเภอแม่สาย ตำบลแม่สาย"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอแม่สาย"|"MAE SAI"|"ตำบลแม่สาย"|"MAE SAI"|"57130"|"2020-10-29 12:17:42"
"0103805578"|"104900002 "|"จังหวัดเชียงราย อำเภอแม่สาย ตำบลห้วยไคร้"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอแม่สาย"|"MAE SAI"|"ตำบลห้วยไคร้"|"HUAI KHRAI"|"57220"|"2020-10-29 12:17:43"
"0103805579"|"104900002 "|"จังหวัดเชียงราย อำเภอแม่สาย ตำบลเกาะช้าง"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอแม่สาย"|"MAE SAI"|"ตำบลเกาะช้าง"|"KO CHANG"|"57130"|"2020-10-29 12:17:43"
"0103805580"|"104900002 "|"จังหวัดเชียงราย อำเภอแม่สาย ตำบลโป่งผา"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอแม่สาย"|"MAE SAI"|"ตำบลโป่งผา"|"PONG PHA"|"57130"|"2020-10-29 12:17:43"
"0103805581"|"104900002 "|"จังหวัดเชียงราย อำเภอแม่สาย ตำบลศรีเมืองชุม"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอแม่สาย"|"MAE SAI"|"ตำบลศรีเมืองชุม"|"SI MUEANG CHUM"|"57130"|"2020-10-29 12:17:44"
"0103805582"|"104900002 "|"จังหวัดเชียงราย อำเภอแม่สาย ตำบลเวียงพางคำ"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอแม่สาย"|"MAE SAI"|"ตำบลเวียงพางคำ"|"WIANG PHANG KHAM"|"57130"|"2020-10-29 12:17:44"
"0103805583"|"104900002 "|"จังหวัดเชียงราย อำเภอแม่สาย ตำบลบ้านด้าย"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอแม่สาย"|"MAE SAI"|"ตำบลบ้านด้าย"|"BAN DAI"|"57220"|"2020-10-29 12:17:44"
"0103805584"|"104900002 "|"จังหวัดเชียงราย อำเภอแม่สาย ตำบลโป่งงาม"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอแม่สาย"|"MAE SAI"|"ตำบลโป่งงาม"|"PONG NGAM"|"57130"|"2020-10-29 12:17:45"
"0103805585"|"104900002 "|"จังหวัดเชียงราย อำเภอแม่สรวย"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอแม่สรวย"|"MAE SUAI"||||"2020-10-29 12:17:45"
"0103805586"|"104900002 "|"จังหวัดเชียงราย อำเภอแม่สรวย ตำบลแม่สรวย"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอแม่สรวย"|"MAE SUAI"|"ตำบลแม่สรวย"|"MAE SUAI"|"57180"|"2020-10-29 12:17:45"
"0103805587"|"104900002 "|"จังหวัดเชียงราย อำเภอแม่สรวย ตำบลป่าแดด"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอแม่สรวย"|"MAE SUAI"|"ตำบลป่าแดด"|"PA DAET"|"57180"|"2020-10-29 12:17:46"
"0103805588"|"104900002 "|"จังหวัดเชียงราย อำเภอแม่สรวย ตำบลแม่พริก"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอแม่สรวย"|"MAE SUAI"|"ตำบลแม่พริก"|"MAE PHRIK"|"57180"|"2020-10-29 12:17:46"
"0103805589"|"104900002 "|"จังหวัดเชียงราย อำเภอแม่สรวย ตำบลศรีถ้อย"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอแม่สรวย"|"MAE SUAI"|"ตำบลศรีถ้อย"|"SI THOI"|"57180"|"2020-10-29 12:17:46"
"0103805590"|"104900002 "|"จังหวัดเชียงราย อำเภอแม่สรวย ตำบลท่าก๊อ"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอแม่สรวย"|"MAE SUAI"|"ตำบลท่าก๊อ"|"THA KO"|"57180"|"2020-10-29 12:17:47"
"0103805591"|"104900002 "|"จังหวัดเชียงราย อำเภอแม่สรวย ตำบลวาวี"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอแม่สรวย"|"MAE SUAI"|"ตำบลวาวี"|"WAWI"|"57180"|"2020-10-29 12:17:47"
"0103805592"|"104900002 "|"จังหวัดเชียงราย อำเภอแม่สรวย ตำบลเจดีย์หลวง"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอแม่สรวย"|"MAE SUAI"|"ตำบลเจดีย์หลวง"|"CHEDI LUANG"|"57180"|"2020-10-29 12:17:47"
"0103805593"|"104900002 "|"จังหวัดเชียงราย อำเภอเวียงป่าเป้า"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอเวียงป่าเป้า"|"WIANG PA PAO"||||"2020-10-29 12:17:48"
"0103805594"|"104900002 "|"จังหวัดเชียงราย อำเภอเวียงป่าเป้า ตำบลสันสลี"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอเวียงป่าเป้า"|"WIANG PA PAO"|"ตำบลสันสลี"|"SAN SALI"|"57170"|"2020-10-29 12:17:48"
"0103805595"|"104900002 "|"จังหวัดเชียงราย อำเภอเวียงป่าเป้า ตำบลเวียง"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอเวียงป่าเป้า"|"WIANG PA PAO"|"ตำบลเวียง"|"WIANG"|"57170"|"2020-10-29 12:17:49"
"0103805596"|"104900002 "|"จังหวัดเชียงราย อำเภอเวียงป่าเป้า ตำบลบ้านโป่ง"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอเวียงป่าเป้า"|"WIANG PA PAO"|"ตำบลบ้านโป่ง"|"BAN PONG"|"57170"|"2020-10-29 12:17:49"
"0103805597"|"104900002 "|"จังหวัดเชียงราย อำเภอเวียงป่าเป้า ตำบลป่างิ้ว"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอเวียงป่าเป้า"|"WIANG PA PAO"|"ตำบลป่างิ้ว"|"PA NGIO"|"57170"|"2020-10-29 12:17:49"
"0103805598"|"104900002 "|"จังหวัดเชียงราย อำเภอเวียงป่าเป้า ตำบลเวียงกาหลง"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอเวียงป่าเป้า"|"WIANG PA PAO"|"ตำบลเวียงกาหลง"|"WIANG KALONG"|"57260"|"2020-10-29 12:17:50"
"0103805599"|"104900002 "|"จังหวัดเชียงราย อำเภอเวียงป่าเป้า ตำบลแม่เจดีย์"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอเวียงป่าเป้า"|"WIANG PA PAO"|"ตำบลแม่เจดีย์"|"MAE CHEDI"|"57260"|"2020-10-29 12:17:50"
"0103805600"|"104900002 "|"จังหวัดเชียงราย อำเภอเวียงป่าเป้า ตำบลแม่เจดีย์ใหม่"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอเวียงป่าเป้า"|"WIANG PA PAO"|"ตำบลแม่เจดีย์ใหม่"|"MAE CHEDI MAI"|"57260"|"2020-10-29 12:17:50"
"0103805601"|"104900002 "|"จังหวัดเชียงราย อำเภอพญาเม็งราย"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอพญาเม็งราย"|"PHAYA MENGRAI"||||"2020-10-29 12:17:51"
"0103805602"|"104900002 "|"จังหวัดเชียงราย อำเภอพญาเม็งราย ตำบลแม่เปา"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอพญาเม็งราย"|"PHAYA MENGRAI"|"ตำบลแม่เปา"|"MAE PAO"|"57290"|"2020-10-29 12:17:51"
"0103805603"|"104900002 "|"จังหวัดเชียงราย อำเภอพญาเม็งราย ตำบลแม่ต๋ำ"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอพญาเม็งราย"|"PHAYA MENGRAI"|"ตำบลแม่ต๋ำ"|"MAE TAM"|"57290"|"2020-10-29 12:17:51"
"0103805604"|"104900002 "|"จังหวัดเชียงราย อำเภอพญาเม็งราย ตำบลไม้ยา"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอพญาเม็งราย"|"PHAYA MENGRAI"|"ตำบลไม้ยา"|"MAI YA"|"57290"|"2020-10-29 12:17:52"
"0103805605"|"104900002 "|"จังหวัดเชียงราย อำเภอพญาเม็งราย ตำบลเม็งราย"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอพญาเม็งราย"|"PHAYA MENGRAI"|"ตำบลเม็งราย"|"MENGRAI"|"57290"|"2020-10-29 12:17:52"
"0103805606"|"104900002 "|"จังหวัดเชียงราย อำเภอพญาเม็งราย ตำบลตาดควัน"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอพญาเม็งราย"|"PHAYA MENGRAI"|"ตำบลตาดควัน"|"TAT KHWAN"|"57290"|"2020-10-29 12:17:52"
"0103805607"|"104900002 "|"จังหวัดเชียงราย อำเภอเวียงแก่น"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอเวียงแก่น"|"WIANG KAEN"||||"2020-10-29 12:17:53"
"0103805608"|"104900002 "|"จังหวัดเชียงราย อำเภอเวียงแก่น ตำบลม่วงยาย"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอเวียงแก่น"|"WIANG KAEN"|"ตำบลม่วงยาย"|"MUANG YAI"|"57310"|"2020-10-29 12:17:53"
"0103805609"|"104900002 "|"จังหวัดเชียงราย อำเภอเวียงแก่น ตำบลปอ"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอเวียงแก่น"|"WIANG KAEN"|"ตำบลปอ"|"PO"|"57310"|"2020-10-29 12:17:54"
"0103805610"|"104900002 "|"จังหวัดเชียงราย อำเภอเวียงแก่น ตำบลหล่ายงาว"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอเวียงแก่น"|"WIANG KAEN"|"ตำบลหล่ายงาว"|"LAI NGAO"|"57310"|"2020-10-29 12:17:54"
"0103805611"|"104900002 "|"จังหวัดเชียงราย อำเภอเวียงแก่น ตำบลท่าข้าม"|"จังหวัดเชียงราย"|"Chiang Rai"|||"อำเภอเวียงแก่น"|"WIANG KAEN"|"ตำบลท่าข้าม"|"THA KHAM"|"57310"|"2020-10-29 12:17:54"
